Date,Experiment,Block,Plot,Treatment,Treatment2,Species,Sample_ID,Aboveground_Biomass,MC Count,Total Count,Ratio_Colonized,Perc_MC_Colonized,Notes,Notes2,Log_Perc_MC_Colonized,Log_Aboveground_Biomass,Sqrt_Perc_MC_Colonized,Sqrt_Aboveground_Biomass,Recip_Perc_MC_Colonized
,Change,C,C22,2.5,2.5,Ambrosia_psilostachya,AP_Change_C22,0.02,8,18,0.444444444,44.4444444,,,1.647817481,-1.698970004,6.666666663,0.141421356,0.0225
1/4/22,Change,D,D30,Control,0,Ambrosia_psilostachya,AP_Change_D30,0.14,3,24,0.125,12.5,,,1.096910013,-0.853871964,3.535533906,0.374165739,0.08
1/4/22,Change,D,D31,10,10,Ambrosia_psilostachya,AP_Change_D31,1.09,21,34,0.617647059,61.7647059,,,1.790740378,0.037426498,7.859052481,1.044030651,0.016190476
1/3/22,Change,D,D32,20,20,Ambrosia_psilostachya,AP_Change_D32,0.22,8,40,0.2,20,,,1.301029996,-0.657577319,4.472135955,0.469041576,0.05
,Change,E,E33,Control,0,Ambrosia_psilostachya,AP_Change_E33,0.15,1,5,0.2,20,,,1.301029996,-0.823908741,4.472135955,0.387298335,0.05
,Change,E,E34,20,20,Ambrosia_psilostachya,AP_Change_E34,2.03,5,59,0.084745763,8.4745763,,,0.928117994,0.307496038,2.911112554,1.424780685,0.118
,Change,E,E37,2.5,2.5,Ambrosia_psilostachya,AP_Change_E37,1.98,3,107,0.028037383,2.8037383,,,0.447737474,0.29666519,1.674436711,1.407124728,0.356666669
1/4/22,Change,F,F41,20,20,Ambrosia_psilostachya,AP_Change_F41,2.02,26,43,0.604651163,60.4651163,,,1.781504893,0.305351369,7.775931861,1.42126704,0.016538462
,Change,F,F44,10,10,Ambrosia_psilostachya,AP_Change_F44,0.31,2,21,0.095238095,9.5238095,,,0.9788107,-0.508638306,3.086066995,0.556776436,0.105
,Change,F,F45,Control,0,Ambrosia_psilostachya,AP_Change_F45,0.56,3,34,0.088235294,8.8235294,,,0.945642337,-0.251811973,2.970442627,0.748331477,0.113333333
1/4/22,Change,F,F48,2.5,2.5,Ambrosia_psilostachya,AP_Change_F48,0.27,24,57,0.421052632,42.1052632,,,1.624336386,-0.568636236,6.488856848,0.519615242,0.02375
,Pplots,,E5,10,10,Solidago_missouriensis,SM_Pplots_E5,1.67,11,29,0.379310345,37.9310345,,,1.578994687,0.222716471,6.158817622,1.292284798,0.026363636
,Pplots,,C5,Control,0,Solidago_missouriensis,SM_Pplots_C5,0.41,52,88,0.590909091,59.0909091,,,1.771520672,-0.387216143,7.687061148,0.640312424,0.016923077
12/14/21,Pplots,,A5,Control,0,Solidago_missouriensis,SM_Pplots_A5,1.39,23,32,0.71875,71.875,,,1.856577858,0.1430148,8.477912479,1.178982612,0.013913043
1/4/22,Pplots,,D6,Control,0,Solidago_missouriensis,SM_Pplots_D6,0.55,7,25,0.28,28,,,1.447158031,-0.259637311,5.291502622,0.741619849,0.035714286
12/14/21,Pplots,,C7,10,10,Solidago_missouriensis,SM_Pplots_C7,1.19,23,44,0.522727273,52.2727273,,,1.71827516,0.075546961,7.229988057,1.090871211,0.019130435
,Pplots,,B7,10,10,Solidago_missouriensis,SM_Pplots_B7,1.55,34,49,0.693877551,69.3877551,,,1.841282837,0.190331698,8.329931278,1.24498996,0.014411765
,Pplots,,E8,10,10,Solidago_missouriensis,SM_Pplots_E8,0.61,32,55,0.581818182,58.1818182,,,1.764787289,-0.214670165,7.627700715,0.781024968,0.0171875
,Change,A,A2,20,20,Solidago_missouriensis,SM_Change_A2,11.63,38,73,0.520547945,52.0547945,,,1.716460736,1.065579715,7.214900866,3.410278581,0.019210526
,Change,A,A6,Control,0,Solidago_missouriensis,SM_Change_A6,1.19,49,63,0.777777778,77.7777778,,,1.890855531,0.075546961,8.819171038,1.090871211,0.012857143
,Change,A,A8,2.5,2.5,Solidago_missouriensis,SM_Change_A8,2.85,46,63,0.73015873,73.015873,,,1.863417282,0.45484486,8.544932592,1.688194302,0.013695652
,Change,B,B9,Control,0,Solidago_missouriensis,SM_Change_B9,1.27,2,50,0.04,4,,,0.602059991,0.103803721,2,1.126942767,0.25
1/4/22,Change,B,B10,2.5,2.5,Solidago_missouriensis,SM_Change_B10,3.52,22,62,0.35483871,35.483871,,,1.550030992,0.546542663,5.956833975,1.876166304,0.028181818
,Change,B,B12,20,20,Solidago_missouriensis,SM_Change_B12,1.35,50,76,0.657894737,65.7894737,,,1.818156412,0.130333768,8.111071058,1.161895004,0.0152
,Change,B,B15,10,10,Solidago_missouriensis,SM_Change_B15,1.88,50,67,0.746268657,74.6268657,,,1.872895202,0.274157849,8.638684257,1.37113092,0.0134
,Change,C,C18,20,20,Solidago_missouriensis,SM_Change_C18,4.17,1,16,0.0625,6.25,,,0.795880017,0.620136055,2.5,2.042057786,0.16
,Change,C,C19,10,10,Solidago_missouriensis,SM_Change_C19,2.78,51,88,0.579545455,57.9545455,,,1.763087504,0.444044796,7.612788287,1.6673332,0.017254902
,Change,C,C21,Control,0,Solidago_missouriensis,SM_Change_C21,4.79,41,75,0.546666667,54.6666667,,,1.737722594,0.680335513,7.393691007,2.188606863,0.018292683
,Change,C,C22,2.5,2.5,Solidago_missouriensis,SM_Change_C22,2.89,82,115,0.713043478,71.3043478,,,1.853116012,0.460897843,8.44419018,1.7,0.01402439
,Change,D,D25,2.5,2.5,Solidago_missouriensis,SM_Change_D25,5.32,34,70,0.485714286,48.5714286,,,1.686380877,0.725911632,6.969320526,2.306512519,0.020588235
,Change,D,D30,Control,0,Solidago_missouriensis,SM_Change_D30,3.81,18,56,0.321428571,32.1428571,,,1.507084478,0.580924976,5.669467091,1.95192213,0.031111111
,Change,D,D31,10,10,Solidago_missouriensis,SM_Change_D31,4.46,42,97,0.432989691,43.2989691,,,1.636477556,0.649334859,6.580195217,2.111871208,0.023095238
,Change,D,D32,20,20,Solidago_missouriensis,SM_Change_D32,4.2,43,85,0.505882353,50.5882353,,,1.70404953,0.62324929,7.112540706,2.049390153,0.019767442
,Change,E,E33,Control,0,Solidago_missouriensis,SM_Change_E33,5.27,26,63,0.412698413,41.2698413,,,1.615632799,0.721810615,6.424160747,2.295648057,0.024230769
12/19/21,Change,E,E34,20,20,Solidago_missouriensis,SM_Change_E34,1.42,42,51,0.823529412,82.3529412,,,1.915679114,0.152288344,9.074852131,1.191637529,0.012142857
12/19/21,Change,E,E37,2.5,2.5,Solidago_missouriensis,SM_Change_E37,6.06,16,42,0.380952381,38.0952381,,,1.580870692,0.782472624,6.172133999,2.461706725,0.02625
12/14/21,Change,F,F41,20,20,Solidago_missouriensis,SM_Change_F41,1.56,16,20,0.8,80,,,1.903089987,0.193124598,8.94427191,1.2489996,0.0125
,Change,F,F44,10,10,Solidago_missouriensis,SM_Change_F44,1.88,55,81,0.679012346,67.9012346,,,1.831877671,0.274157849,8.240220543,1.37113092,0.014727273
12/14/21,Change,F,F45,Control,0,Solidago_missouriensis,SM_Change_F45,1,15,36,0.416666667,41.6666667,sample not clear,,1.619788759,1.619788759,6.454972246,1,0.024
,Change,F,F48,2.5,2.5,Solidago_missouriensis,SM_Change_F48,4.13,59,75,0.786666667,78.6666667,,,1.895790748,0.615950052,8.869423132,2.032240143,0.012711864
,Pplots,,F1,Control,0,Andropogon_gerardii,AG_Pplots_F1,1.38,16,108,0.148148148,14.8148148,,,1.170696227,0.139879086,3.849001793,1.174734012,0.0675
,Pplots,,E5,10,10,Andropogon_gerardii,AG_Pplots_E5,2.02,9,88,0.102272727,10.2272727,,,1.009759836,0.305351369,3.198010741,1.42126704,0.097777778
12/19/21,Pplots,,C5,Control,0,Andropogon_gerardii,AG_Pplots_C5,0.63,27,47,0.574468085,57.4468085,,,1.759265906,-0.200659451,7.579367289,0.793725393,0.017407407
,Pplots,,D6,Control,0,Andropogon_gerardii,AG_Pplots_D6,0.64,45,87,0.517241379,51.7241379,,,1.713693261,-0.193820026,7.19194952,0.8,0.019333333
,Pplots,,C6,Control,0,Andropogon_gerardii,AG_Pplots_C6,0.58,29,59,0.491525424,49.1525424,,,1.691545986,-0.236572006,7.010887419,0.761577311,0.020344828
,Pplots,,B6,10,10,Andropogon_gerardii,AG_Pplots_B6,2.85,32,77,0.415584416,41.5584416,,,1.618659254,0.45484486,6.446583715,1.688194302,0.0240625
1/30/22,Pplots,,D7,10,10,Andropogon_gerardii,AG_Pplots_D7,2.25,8,28,0.285714286,28.5714286,,,1.455931956,0.352182518,5.345224841,1.5,0.035
,Pplots,,B7,10,10,Andropogon_gerardii,AG_Pplots_B7,3.43,21,72,0.291666667,29.1666667,,,1.464886799,0.53529412,5.400617252,1.852025918,0.034285714
,Pplots,,F8,Control,0,Andropogon_gerardii,AG_Pplots_F8,0.41,28,108,0.259259259,25.9259259,,,1.413734275,-0.387216143,5.09175077,0.640312424,0.038571429
,Pplots,,E8,10,10,Andropogon_gerardii,AG_Pplots_E8,1.71,35,65,0.538461539,53.8461539,,,1.731154688,0.23299611,7.337993861,1.307669683,0.018571429
,Change,A,A2,20,20,Andropogon_gerardii,AG_Change_A2,0.52,3,27,0.111111111,11.1111111,"small sample, ecto present",,1.04575749,-0.283996656,3.333333332,0.721110255,0.09
,Change,A,A3,10,10,Andropogon_gerardii,AG_Change_A3,1.03,4,52,0.076923077,7.6923077,barky,,0.886056648,0.012837225,2.773500983,1.014889157,0.13
,Change,B,B10,2.5,2.5,Andropogon_gerardii,AG_Change_B10,0.32,21,62,0.338709677,33.8709677,,,1.529827605,-0.494850022,5.819876949,0.565685425,0.02952381
,Change,B,B12,20,20,Andropogon_gerardii,AG_Change_B12,0.41,41,88,0.465909091,46.5909091,,,1.668301185,-0.387216143,6.825753372,0.640312424,0.021463415
,Change,C,C18,20,20,Andropogon_gerardii,AG_Change_C18,0.28,4,51,0.078431373,7.8431373,,,0.894489818,-0.552841969,2.800560176,0.529150262,0.127499999
,Change,C,C21,Control,0,Andropogon_gerardii,AG_Change_C21,0.6,32,77,0.415584416,41.5584416,,,1.618659254,-0.22184875,6.446583715,0.774596669,0.0240625
,Change,C,C22,2.5,2.5,Andropogon_gerardii,AG_Change_C22,0.5,16,47,0.340425532,34.0425532,,,1.532022125,-0.301029996,5.834599661,0.707106781,0.029375
,Change,D,D25,2.5,2.5,Andropogon_gerardii,AG_Change_D25,0.58,22,51,0.431372549,43.1372549,,,1.634852505,-0.236572006,6.567895774,0.761577311,0.023181818
,Change,D,D30,Control,0,Andropogon_gerardii,AG_Change_D30,0.46,5,31,0.161290323,16.1290323,,,1.207608312,-0.337242168,4.01609665,0.678232998,0.062
,Change,E,E34,20,20,Andropogon_gerardii,AG_Change_E34,2.51,24,60,0.4,40,,,1.602059991,0.399673721,6.32455532,1.584297952,0.025
,Change,E,E37,2.5,2.5,Andropogon_gerardii,AG_Change_E37,0.42,6,75,0.08,8,,,0.903089987,-0.37675071,2.828427125,0.64807407,0.125
,Change,E,E40,10,10,Andropogon_gerardii,AG_Change_E40,1.17,19,43,0.441860465,44.1860465,ecto ,,1.645285145,0.068185862,6.64725857,1.081665383,0.022631579
,Change,F,F41,20,20,Andropogon_gerardii,AG_Change_F41,2.07,23,77,0.298701299,29.8701299,,,1.475237111,0.315970345,5.465357253,1.438749457,0.033478261
,Change,F,F48,2.5,2.5,Andropogon_gerardii,AG_Change_F48,0.78,35,72,0.486111111,48.6111111,,,1.686735548,-0.107905397,6.972166887,0.883176087,0.020571429
,Pplots,,F1,Control,0,Sorghastrum_nutans,SN_Pplots_F1,0.45,16,108,0.148148148,14.8148148,,,1.170696227,-0.346787486,3.849001793,0.670820393,0.0675
,Pplots,,E5,10,10,Sorghastrum_nutans,SN_Pplots_E5,0.37,25,66,0.378787879,37.8787879,,,1.578396073,-0.431798276,6.154574551,0.608276253,0.0264
,Pplots,,C5,Control,0,Sorghastrum_nutans,SN_Pplots_C5,0.41,14,59,0.237288136,23.7288136,,,1.375276025,-0.387216143,4.871223009,0.640312424,0.042142857
,Pplots,,A5,Control,0,Sorghastrum_nutans,SN_Pplots_A5,0.84,12,69,0.173913044,17.3913044,,,1.240332157,-0.075720714,4.170288287,0.916515139,0.0575
,Pplots,,D6,Control,0,Sorghastrum_nutans,SN_Pplots_D6,0.46,35,95,0.368421053,36.8421053,,,1.566344439,-0.337242168,6.06976979,0.678232998,0.027142857
,Pplots,,C6,Control,0,Sorghastrum_nutans,SN_Pplots_C6,0.31,54,94,0.574468085,57.4468085,,,1.759265906,-0.508638306,7.579367289,0.556776436,0.017407407
,Pplots,,B6,10,10,Sorghastrum_nutans,SN_Pplots_B6,0.96,19,66,0.287878788,28.7878788,,,1.459209666,-0.017728767,5.365433701,0.979795897,0.034736842
12/19/21,Pplots,,D7,10,10,Sorghastrum_nutans,SN_Pplots_D7,1.36,36,60,0.6,60,,,1.77815125,0.133538908,7.745966692,1.166190379,0.016666667
12/19/21,Pplots,,C7,10,10,Sorghastrum_nutans,SN_Pplots_C7,0.96,41,67,0.611940299,61.1940299,,,1.786709054,-0.017728767,7.822661305,0.979795897,0.016341463
,Pplots,,B7,10,10,Sorghastrum_nutans,SN_Pplots_B7,1.51,16,77,0.207792208,20.7792208,,,1.317629258,0.178976947,4.558423061,1.228820573,0.048125
,Change,A,A2,20,20,Sorghastrum_nutans,SN_Change_A2,0.56,19,90,0.211111111,21.1111111,,,1.324511091,-0.251811973,4.594682916,0.748331477,0.047368421
,Change,A,A3,10,10,Sorghastrum_nutans,SN_Change_A3,0.37,21,78,0.269230769,26.9230769,,,1.430124692,-0.431798276,5.188745214,0.608276253,0.037142857
12/19/21,Change,A,A6,Control,0,Sorghastrum_nutans,SN_Change_A6,0.94,19,57,0.333333333,33.3333333,,,1.522878745,-0.026872146,5.773502689,0.969535971,0.03
12/14/21,Change,A,A8,2.5,2.5,Sorghastrum_nutans,SN_Change_A8,0.53,13,38,0.342105263,34.2105263,not sure if this is accurate?,,1.534159755,-0.27572413,5.848976517,0.728010989,0.029230769
12/19/21,Change,B,B9,Control,0,Sorghastrum_nutans,SN_Change_B9,0.28,38,57,0.666666667,66.6666667,,,1.823908741,-0.552841969,8.164965811,0.529150262,0.015
,Change,B,B10,2.5,2.5,Sorghastrum_nutans,SN_Change_B10,0.81,32,70,0.457142857,45.7142857,,,1.660051938,-0.091514981,6.761234037,0.9,0.021875
12/19/21,Change,B,B12,20,20,Sorghastrum_nutans,SN_Change_B12,0.29,48,70,0.685714286,68.5714286,,,1.836143198,-0.537602002,8.280786714,0.538516481,0.014583333
,Change,B,B15,10,10,Sorghastrum_nutans,SN_Change_B15,0.72,31,85,0.364705882,36.4705882,,,1.561942768,-0.142667504,6.039088358,0.848528137,0.027419355
12/14/21,Change,C,C19,10,10,Sorghastrum_nutans,SN_Change_C19,0.52,39,56,0.696428571,69.6428571,,,1.84287658,-0.283996656,8.345229601,0.721110255,0.014358974
,Change,C,C21,Control,0,Sorghastrum_nutans,SN_Change_C21,0.38,28,82,0.341463415,34.1463415,,,1.533344179,-0.420216403,5.843487101,0.6164414,0.029285714
12/14/21,Change,C,C22,2.5,2.5,Sorghastrum_nutans,SN_Change_C22,0.55,27,40,0.675,67.5,,,1.829303773,-0.259637311,8.215838363,0.741619849,0.014814815
12/19/21,Change,D,D25,2.5,2.5,Sorghastrum_nutans,SN_Change_D25,0.59,36,68,0.529411765,52.9411765,,,1.723793588,-0.229147988,7.276068753,0.768114575,0.018888889
,Change,D,D30,Control,0,Sorghastrum_nutans,SN_Change_D30,0.72,24,82,0.292682927,29.2682927,,,1.46639739,-0.142667504,5.41001781,0.848528137,0.034166667
12/14/21,Change,D,D32,20,20,Sorghastrum_nutans,SN_Change_D32,0.89,55,74,0.743243243,74.3243243,,,1.87113097,-0.050609993,8.621155624,0.943398113,0.013454545
,Change,E,E33,Control,0,Sorghastrum_nutans,SN_Change_E33,0.44,11,51,0.215686275,21.5686275,,,1.33382251,-0.356547324,4.644203645,0.663324958,0.046363636
,Change,E,E34,20,20,Sorghastrum_nutans,SN_Change_E34,0.96,20,67,0.298507463,29.8507463,,,1.474955193,-0.017728767,5.46358365,0.979795897,0.0335
,Change,E,E37,2.5,2.5,Sorghastrum_nutans,SN_Change_E37,0.37,34,97,0.350515464,35.0515464,,,1.544707183,-0.431798276,5.920434646,0.608276253,0.028529412
,Change,E,E40,10,10,Sorghastrum_nutans,SN_Change_E40,0.41,10,41,0.243902439,24.3902439,,,1.387216143,-0.387216143,4.938647983,0.640312424,0.041
,Change,F,F41,20,20,Sorghastrum_nutans,SN_Change_F41,2.88,19,61,0.31147541,31.147541,,,1.493423766,0.459392488,5.580998208,1.697056275,0.032105263
12/14/21,Change,F,F44,10,10,Sorghastrum_nutans,SN_Change_F44,1.05,45,71,0.633802817,63.3802817,,,1.801954165,0.021189299,7.961173387,1.024695077,0.015777778
